Area,Bedrooms,Sales,Price,PΔ1M,PΔ1Q,PΔ6M,PΔ1Y,PΔ3Y,PΔ5Y,PΔ10Y,Rentals,Rent,RΔ1M,RΔ1Q,RΔ6M,RΔ1Y,RΔ3Y,RΔ5Y,RΔ10Y,Yield,CG Low,CG High,ROI Low,ROI High,Rent Increase,Volatility Index,Growth Rate,GRC Index,GRC Minima,GPD 3Y,GPD 5Y,GPD 10Y,GSP 3Y,GSP 5Y,GSP 10Y,future_metric_01,future_metric_02,future_metric_03,IRSAD,RO Ratio,UHV Ratio,UH Ratio,Affordability Index,SoM%,SoM LS,SoM SS,Inventory,Inventory LS,Inventory SS,Hold Period,HP LS,HP SS,BA Ratio,future_metric_04,future_metric_05,DoM,DoM LS,DoM SS,Discounting,Vacancy Rate,VR LS,VR SS,Clearance Rate,CR LS,CR SS,Auctions,Buy SI,Buy SI LS,Buy SI SS,Rent SI,Rent SI LS,Rent SI SS,future_metric_06,future_metric_07,Confidence,Sales Ratio,Rentals Ratio,Population,Dwellings,School Rank,Infra. Spend,future_metric_15,future_metric_16,EDI,MADI,Flood,Bushfire,Lower Risk,Cashflow,Capital Growth,Overall RCS,Nearest GPO,SA4,GCC,State,lga_pid,Data Level,Confidence.1,Property Type,15_Main Dashboard - HtAG Analytics (3).xlsx
"Chiswick, NSW 2046",All,4,4039883,0.0018,0.0035,0.0016,0.0185,0.0614,0.3778,0.7229000000000001,2,1500,0.002,0.0027,0.008,0.0883,0.2598,0.6355,1.2568,0.0193,-0.01,0.08,0.01,0.1,0.0305,3,(+)Increasing,192,-0.0171,-0.1558,-0.012,-0.2166,-0.0509,-0.2445,-0.2413,0,0,0,10,0.42,0.29,0.81,121.02,0.0051,0.0006,-0.0004,1.62,0.2,-0.56,20.67,2.47,3.78,0.0087,0,0,28,2.63,-16.56,0.0,0.026,-0.005,-0.0064,0.0,0.0,0.0,1,3,-0.05,-0.12,4,-0.13,-0.08,0,0,Medium,0.01,0.01,2909,1562,58,66,0,0,81,100,100,100,35,58,50,48,7,Sydney - Inner West,Greater Sydney,NSW,NSW282,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Artarmon, NSW 2064",All,0,3502091,0.002,0.004,0.0038,0.0084,0.0214,0.2865,0.6836,3,1389,0.0,0.0036,0.0228,0.0776,0.279,0.3472,0.3042,0.0206,-0.02,0.08,0.01,0.1,-0.0018,3,(+)Increasing,200,-0.021,-0.2125,-0.0717,-0.3739,0.0005,-0.0861,-0.0482,0,0,0,10,0.5,0.31,0.74,112.33,0.0018,0.0,-0.0001,0.64,-0.02,-0.09,11.28,1.68,-0.12,0.0036,0,0,36,2.56,10.33,0.0,0.0225,-0.0058,0.0043,0.369,-0.0587,-0.2033,6,3,-0.3,0.02,4,-0.04,0.0,0,0,Medium,0.01,0.01,9417,4979,75,5054,0,0,80,100,100,100,44,22,50,39,7,Sydney - North Sydney and…,Greater Sydney,NSW,NSW294,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Warragamba, NSW 2752",All,3,808421,0.0036,0.0115,0.0246,0.0504,0.1374,0.5938,1.1274,1,548,0.0018,0.0092,0.0378,0.1181,0.2563,0.3725,0.4562,0.0352,-0.02,0.1,0.01,0.14,0.0297,4,(+)Peak,214,-0.0165,-0.1436,0.09029999999999999,-0.2045,0.0999,0.1685,0.3009,0,0,0,2,0.2,0.0,0.0,39.31,0.0043,-0.0004,-0.0006,1.46,-0.04,-0.45,10.0,1.64,1.58,0.006500000000000001,0,0,41,10.66,-1.17,0.0,0.0317,0.008,-0.004500000000000001,0.0,0.0,0.0,0,6,0.21,0.06,5,0.49,-0.04,0,0,Medium,0.05,0.03,1202,617,50,32,0,0,61,97,100,100,49,40,50,46,56,Sydney - Outer West and B…,Greater Sydney,NSW,NSW249,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Rosebery, NSW 2018",All,11,875969,0.0044,0.0108,0.0242,0.0568,0.1196,0.2074,0.2365,75,1033,0.0,0.0029,0.0137,0.0639,0.6065,0.4448,0.7391,0.0613,-0.01,0.07,0.05,0.13,0.0201,3,(+)Decreasing,142,-0.0454,0.0116,0.0529,-0.2854,0.06150000000000001,0.0375,-0.1666,0,0,0,10,0.51,0.34,0.79,31.5,0.0013,-0.0001,-0.0007000000000000001,0.38,-0.19,-0.25,7.41,0.77,0.03,0.0,0,0,83,3.62,19.97,0.0,0.0234,-0.0029,0.0025,0.4444,0.0029,-0.0028,3,6,0.52,-0.1,7,0.66,-0.06,0,0,High,0.03,0.13,13533,7603,57,1169,0,0,81,100,100,100,84,93,50,76,6,Sydney - City and Inner S…,Greater Sydney,NSW,NSW200,Suburbs,3,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Revesby Heights, NSW 2212",All,0,1512247,0.0025,0.0067,0.0106,0.0274,0.1116,0.5019,0.6357,2,856,0.0035,0.0106,0.0425,0.1098,0.2783,0.3528,0.4734,0.0294,0.0,0.08,0.03,0.11,0.035,2,(+)Increasing,186,-0.0601,-0.1539,0.075,-0.3329,0.0137,0.0288,-0.05769999999999999,0,0,0,10,0.19,0.0,0.04,53.08,0.004699999999999999,-0.0005,0.0007000000000000001,1.08,-0.01,0.08,10.43,1.59,-1.75,0.0138,0,0,61,6.0,15.6,0.0,0.0144,-0.0008,0.0024,0.0,0.0,0.0,1,5,0.14,0.33,5,0.05,0.23,0,0,Low,0.03,0.04,1916,726,51,2220,0,0,61,100,100,100,69,51,50,57,21,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,1,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Penshurst, NSW 2222",All,5,1869479,0.0017,0.0015,-0.004500000000000001,0.0122,0.042,0.6053999999999999,0.6709,8,799,0.0013,0.0038,0.0114,0.061,0.318,0.3675,0.3962,0.0222,-0.05,0.13,-0.03,0.15,0.0124,5,(+)Increasing,152,-0.0958,-0.2311,0.155,-0.3545,-0.0064,0.1259,0.07200000000000001,0,0,0,8,0.37,0.37,0.62,87.57,0.0013,-0.0001,-0.0005,0.48,0.02,-0.23,13.1,1.66,0.27,0.0148,0,0,43,1.47,8.1,0.0,0.0253,-0.0003,0.0059,0.0,0.0392,0.0114,2,3,-0.25,0.06,4,0.06,-0.08,0,0,High,0.01,0.02,12592,5809,64,146,0,0,80,100,100,100,46,23,50,40,16,Sydney - Inner South West,Greater Sydney,NSW,NSW325,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Abbotsford, NSW 2046",All,0,1462539,0.0034,0.0076,0.0112,0.0303,0.0582,0.2317,0.3838,13,833,0.0024,0.006,0.0133,0.0347,0.2652,0.2538,0.3317,0.0296,-0.04,0.11,-0.01,0.14,0.0243,5,(+)Increasing,184,-0.0281,-0.09570000000000001,0.0106,-0.2353,-0.05429999999999999,-0.1256,-0.1774,0,0,0,10,0.36,0.43,0.63,47.92,0.0015,-0.0004,-0.0003,0.44,-0.17,-0.18,9.09,1.86,-1.02,0.0061,0,0,42,6.45,5.74,0.0,0.0259,-0.0004,0.0035,0.75,-0.0506,0.0761,1,5,0.24,0.33,5,0.01,0.66,0,0,Medium,0.02,0.06,5431,2652,65,72,0,0,81,100,100,100,67,4,50,40,7,Sydney - Inner West,Greater Sydney,NSW,NSW282,Suburbs,2,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Kurrajong Heights, NSW 2758",All,3,1001070,0.0016,0.0031,0.0014,0.003,-0.0358,0.384,0.5997,1,650,0.0015,0.0015,0.0015,0.0015,0.1923,0.302,0.4863,0.0338,-0.1,0.16,-0.06,0.19,0.0296,8,(+)Increasing,122,-0.0797,-0.238,0.0191,-0.2495,-0.07780000000000001,-0.0815,-0.1608,0,0,0,10,0.06,0.0,0.0,36.02,0.004,-0.0002,-0.0001,1.34,-0.01,0.01,6.19,0.79,-0.73,0.0017,0,0,62,12.79,-2.34,0.0,0.0556,0.0027,0.008199999999999999,0.0,0.0,0.0,0,7,0.65,0.56,5,0.27,0.18,0,0,Medium,0.04,0.02,1255,593,47,382,0,0,71,94,100,100,54,27,50,44,67,Sydney - Baulkham Hills a…,Greater Sydney,NSW,NSW277,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Hurstville, NSW 2220",All,15,754345,0.0031,0.0085,0.0192,0.04480000000000001,0.09179999999999999,0.1627,0.1794,98,710,0.0,0.0014,0.0028,0.032,0.4947,0.3396,0.4343,0.0489,-0.01,0.07,0.04,0.12,0.0077,2,(+)Decreasing,178,-0.0649,0.0079,0.0237,-0.2696,0.0,0.0,-0.0001,0,0,0,7,0.47,0.36,0.7,40.98,0.0016,-0.0003,-0.0003,0.58,-0.35,-0.14,9.74,1.4,0.18,0.0,0,0,52,-6.76,12.06,0.0,0.0211,-0.0073,0.005,0.5312,0.0428,-0.062,8,4,-0.11,0.17,4,-0.19,0.1,0,0,High,0.02,0.08,31162,14796,64,166,0,0,79,100,100,100,85,67,50,67,14,Sydney - Inner South West,Greater Sydney,NSW,NSW325,Suburbs,3,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Hinchinbrook, NSW 2168",All,1,1089278,0.0042,0.0145,0.0299,0.0802,0.1692,0.5366,0.8128,8,608,0.0016,0.005,0.0201,0.0665,0.2583,0.3182,0.3239,0.029,-0.02,0.09,0.01,0.12,0.022,4,(+)Decreasing,204,-0.0183,-0.0684,0.1182,-0.1474,0.0106,-0.032,0.0084,0,0,0,3,0.23,0.0,0.0,57.15,0.0012,-0.0001,-0.0007000000000000001,0.45,-0.1,-0.38,9.84,1.65,-0.69,0.0059,0,0,32,2.7,4.27,0.0,0.0126,-0.0018,0.0035,0.0,-0.05309999999999999,-0.0046,3,3,-0.07,-0.45,5,0.27,0.1,0,0,Medium,0.03,0.03,11521,3434,57,279,0,0,70,100,100,100,55,46,50,50,32,Sydney - South West,Greater Sydney,NSW,NSW275,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Banksia, NSW 2216",All,0,1734006,0.004099999999999999,0.0108,0.0164,0.0412,0.1196,0.5693,0.7443000000000001,3,737,0.0014,0.004099999999999999,0.0068,-0.0027,0.2487,0.3394,0.3345,0.0221,0.0,0.09,0.02,0.11,0.0202,3,(+)Increasing,158,-0.08710000000000001,-0.1631,0.1338,-0.2638,0.1014,0.1076,0.1193,0,0,0,8,0.23,0.42,0.15,78.08,0.0017,0.0001,-0.0005,0.62,0.09,-0.29,9.01,1.28,-0.3,0.002,0,0,41,1.47,7.7,0.0,0.0174,-0.0104,0.0038,0.0,0.0,0.0,1,7,0.26,-0.08,5,0.12,-0.14,0,0,Medium,0.03,0.03,3277,1270,55,83,0,0,70,100,97,100,41,23,50,38,10,Sydney - Inner South West,Greater Sydney,NSW,NSW335,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Girraween, NSW 2145",All,1,1439441,0.0044,0.0107,0.0168,0.0556,0.1817,0.5255,0.6213000000000001,8,685,0.0015,0.0059,0.0163,0.0457,0.2968,0.3720000000000001,0.4816,0.0247,-0.05,0.13,-0.02,0.15,0.0245,5,(+)Decreasing,198,-0.0617,-0.0949,0.105,-0.3775,-0.0124,-0.0317,-0.008199999999999999,0,0,0,9,0.33,0.0,0.1,55.13,0.0026,-0.0002,0.0005,0.78,-0.16,0.2,9.54,1.72,-1.51,0.0115,0,0,53,4.4,13.97,0.0,0.0293,0.0007000000000000001,0.0054,0.875,0.09140000000000001,-0.0559,2,3,-0.08,-0.08,5,0.25,0.31,0,0,Medium,0.01,0.04,6256,2753,74,4436,0,0,71,100,100,100,56,26,50,44,25,Sydney - Parramatta,Greater Sydney,NSW,NSW315,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Revesby, NSW 2212",4,0,1546082,0.0029,0.0066,0.0118,0.0292,0.105,0.5635,0.6772,10,854,-0.0012,-0.0035,-0.0139,-0.0012,0.2344,0.3023,0.3847,0.0287,-0.1,0.12,-0.07,0.15,0.0019,6,(+)Increasing,182,-0.08380000000000001,-0.1626,0.09949999999999999,-0.3238,0.0192,0.0828,-0.0224,0,0,0,7,0.36,0.47,0.07,70.73,0.0019,-0.0005,-0.0004,0.74,-0.04,-0.26,12.58,1.78,-0.04,0.0104,0,0,26,-1.63,0.99,0.0,0.0143,-0.0016,0.0024,0.7707999999999999,0.0126,-0.0392,6,3,-0.09,-0.06,5,0.34,0.0,0,0,High,0.01,0.04,15268,7025,58,10254,0,0,80,100,95,100,62,37,49,49,20,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Revesby, NSW 2212",3,0,1461413,0.0032,0.0095,0.0163,0.0424,0.1302,0.5478000000000001,0.6646,9,652,0.0,0.0,0.0031,0.0252,0.1833,0.2443,0.3119,0.0232,-0.1,0.12,-0.07,0.14,0.0036,6,(+)Increasing,182,-0.08380000000000001,-0.1626,0.09949999999999999,-0.3238,0.0192,0.0828,-0.0224,0,0,0,7,0.36,0.47,0.07,66.85,0.0019,-0.0005,-0.0004,0.74,-0.04,-0.26,12.58,1.78,-0.04,0.0104,0,0,26,-1.63,0.99,0.0,0.0143,-0.0016,0.0024,0.7707999999999999,0.0126,-0.0392,6,3,-0.09,-0.06,5,0.34,0.0,0,0,High,0.01,0.04,15268,7025,58,10254,0,0,80,100,95,100,62,37,49,49,20,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Leumeah, NSW 2560",4,2,1002467,0.005,0.0179,0.043,0.1003,0.1703,0.5637,0.8783,3,648,0.0015,0.0062,0.0253,0.0605,0.298,0.4327,0.4683,0.0336,-0.06,0.08,-0.03,0.12,0.0098,5,(+)Decreasing,190,-0.0489,-0.1106,0.09480000000000001,-0.2866,0.0062,-0.022,0.0393,0,0,0,2,0.39,0.44,0.14,55.26,0.0014,-0.0011,-0.0007000000000000001,0.47,-0.29,-0.2,12.36,1.58,0.87,0.0067,0,0,20,0.47,-1.18,0.0894,0.0164,0.0006,0.0033,0.0,0.0,0.0,1,4,0.04,0.02,5,0.34,0.0,0,0,High,0.03,0.04,9992,4256,60,3069,0,0,70,100,100,100,34,32,49,38,40,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Leumeah, NSW 2560",3,3,890108,0.0044,0.0114,0.0367,0.1009,0.1344,0.5378000000000001,0.8369,8,532,0.0,0.005699999999999999,0.0172,0.0493,0.2286,0.3468,0.3401,0.0311,-0.06,0.08,-0.03,0.12,0.0067,5,(+)Decreasing,190,-0.0489,-0.1106,0.09480000000000001,-0.2866,0.0062,-0.022,0.0393,0,0,0,2,0.39,0.44,0.14,49.06,0.0014,-0.0011,-0.0007000000000000001,0.47,-0.29,-0.2,12.36,1.58,0.87,0.0067,0,0,20,0.47,-1.18,0.0894,0.0164,0.0006,0.0033,0.0,0.0,0.0,1,4,0.04,0.02,5,0.34,0.0,0,0,High,0.03,0.04,9992,4256,60,3069,0,0,70,100,100,100,34,32,49,38,40,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Camden, NSW 2570",All,0,597103,0.0043,0.0147,0.0301,0.0741,0.189,0.3954,0.5592,2,460,0.0,0.0,0.0044,0.011,0.1414,0.1948,0.2432,0.0401,-0.06,0.12,-0.02,0.16,0.0108,5,(+)Decreasing,182,-0.0329,0.0145,0.1266,0.0002,-0.052,-0.127,-0.2313,0,0,0,5,0.33,0.51,0.16,26.25,0.0033,-0.0002,-0.0004,1.26,-0.35,-0.12,10.42,0.56,0.48,0.0,0,0,46,8.45,-9.88,0.0,0.0132,-0.0005,-0.0035,0.0,0.0,0.0,1,3,-0.49,-0.47,3,-0.62,-0.08,0,0,Low,0.0,0.01,3378,2085,56,660,0,0,71,98,97,100,34,10,49,31,52,Sydney - Outer South West,Greater Sydney,NSW,NSW264,Suburbs,1,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Thirlmere, NSW 2572",All,4,1010382,0.0028,0.0073,0.0123,0.025,0.0405,0.5389,0.8467,12,548,0.0036,0.005500000000000001,0.0166,0.0536,0.2332,0.3221,0.4031,0.0282,-0.04,0.11,-0.01,0.14,0.0332,5,(+)Increasing,128,-0.0564,-0.1938,0.0943,-0.2552,0.003,0.1136,0.0202,0,0,0,5,0.23,0.0,0.0,48.16,0.002,-0.0004,-0.0013,0.74,0.03,-0.57,7.57,0.79,-0.54,0.0138,0,0,52,10.3,-0.43,0.0,0.0466,0.004,0.0049,0.0,0.0,0.0,0,5,0.52,0.0,5,0.55,-0.08,0,0,High,0.03,0.06,4986,2570,50,3152,0,0,71,93,98,100,65,24,49,46,71,Sydney - Outer South West,Greater Sydney,NSW,NSW249,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Taren Point, NSW 2229",All,4,2756726,0.002,0.0043,0.0049,0.0132,0.049,0.3199,0.6092,1,1100,0.0027,0.0027,0.0027,0.0027,0.2379,0.1635,0.3839,0.0207,-0.03,0.09,-0.01,0.11,0.034,4,(+)Increasing,196,-0.018,-0.1636,-0.0208,-0.2427,0.0403,-0.0882,-0.0042,0,0,0,9,0.09,0.0,0.01,131.2,0.0017,-0.0002,-0.0003,1.17,0.2,-0.48,8.49,1.58,-0.69,0.0164,0,0,64,2.19,12.34,0.0,0.04,0.008100000000000001,0.0027,0.0,0.0,0.0,1,4,0.4,0.02,5,-0.1,0.19,0,0,Medium,0.01,0.01,1879,1411,58,1610,0,0,80,99,100,100,84,31,49,55,18,Sydney - Sutherland,Greater Sydney,NSW,NSW298,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Sandringham, NSW 2219",All,0,1024503,0.003,0.009399999999999999,0.0193,0.0433,0.1073,0.2129,0.4093,2,637,0.0016,0.0159,0.0669,0.1771,0.39,0.3662,0.375,0.0323,-0.01,0.07,0.03,0.1,0.0225,3,(+)Decreasing,218,0.0006,-0.0077,0.0092,-0.2232,0.0306,0.0541,0.1888,0,0,0,10,0.23,0.3,0.35,35.72,0.0069,-0.0002,0.0008,2.8,0.02,-0.08,9.88,1.74,1.09,0.0267,0,0,68,14.2,-17.57,0.0,0.0294,0.0,0.004099999999999999,0.0,0.0,0.0,2,5,-0.23,0.88,3,-0.42,-0.45,0,0,Low,0.01,0.04,1275,592,55,159,0,0,71,100,100,100,68,4,49,40,16,Sydney - Inner South West,Greater Sydney,NSW,NSW335,Suburbs,1,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Rydalmere, NSW 2116",All,1,1829326,0.0018,0.0033,0.0009,0.0106,0.1174,0.6275,0.8256,7,744,0.0,0.0,0.0027,0.04940000000000001,0.3933,0.3552,0.4970000000000001,0.0211,-0.06,0.14,-0.04,0.16,0.0087,6,(+)Trough,172,-0.0904,-0.2267,0.0659,-0.5191,0.03240000000000001,0.0785,0.0919,0,0,0,8,0.42,0.38,0.26,81.44,0.0012,-0.0004,-0.0004,0.51,-0.15,-0.11,11.99,1.77,1.92,0.008100000000000001,0,0,28,2.58,-2.8,0.0,0.0178,0.001,0.0004,0.0,-0.0331,0.0,1,4,-0.03,-0.31,5,0.29,0.0,0,0,Medium,0.01,0.02,7274,3621,54,4347,0,0,80,100,99,100,49,24,49,41,17,Sydney - Parramatta,Greater Sydney,NSW,NSW314,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Revesby, NSW 2212",All,1,1503748,0.003,0.008,0.0139,0.0356,0.1171,0.5559000000000001,0.6709999999999999,22,662,-0.0015,-0.003,-0.004500000000000001,0.0123,0.1975,0.2402,0.3037,0.0229,-0.07,0.15,-0.04,0.17,0.0068,6,(+)Increasing,182,-0.08380000000000001,-0.1626,0.09949999999999999,-0.3238,0.0192,0.0828,-0.0224,0,0,0,7,0.36,0.47,0.07,68.79,0.0019,-0.0005,-0.0004,0.74,-0.04,-0.26,12.58,1.78,-0.04,0.0104,0,0,26,-1.63,0.99,0.0,0.0143,-0.0016,0.0024,0.7707999999999999,0.0126,-0.0392,6,3,-0.09,-0.06,5,0.34,0.0,0,0,High,0.01,0.04,15268,7025,58,10254,0,0,80,100,95,100,62,37,49,49,20,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Belrose, NSW 2085",All,0,1311684,0.004699999999999999,0.0157,0.0382,0.0843,0.4476,0.6858,2.0547,1,370,-0.0027,-0.0027,-0.0027,-0.0027,-0.034,-0.0416,0.0365,0.0147,-0.09,0.17,-0.07,0.18,-0.004099999999999999,8,(+)Decreasing,162,-0.0204,0.0908,-0.0242,0.6273,0.4366,0.3747,1.2943,0,0,0,10,0.12,0.51,0.06,41.24,0.0098,-0.0001,-0.0002,4.57,-1.21,-0.22,7.22,1.19,1.09,0.0,0,0,128,-1.15,23.8,0.0,0.0297,-0.0005,0.0025,0.5714,-0.0891,0.0109,7,3,-0.34,0.0,3,-0.61,0.25,0,0,Low,0.0,0.0,8726,4094,64,2085,0,0,90,100,100,100,91,1,49,47,16,Sydney - Northern Beaches,Greater Sydney,NSW,NSW329,Suburbs,1,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Malabar, NSW 2036",All,0,2961566,-0.0016,-0.009399999999999999,-0.0302,-0.0346,-0.09570000000000001,0.3339,0.7212000000000001,4,1534,0.0007000000000000001,0.0026,0.0172,0.1011,0.2115,0.3075,0.5197999999999999,0.0269,-0.04,0.11,-0.01,0.13,0.0267,5,(-)Increasing,108,-0.0926,-0.3389,-0.04099999999999999,-0.4825,-0.1291,-0.0684,-0.0776,0,0,0,9,0.34,0.0,0.02,102.74,0.0012,0.0,-0.0008,0.51,0.0,-0.5,12.25,2.13,0.95,0.0014,0,0,61,11.6,15.99,0.0,0.0125,-0.002,-0.0023,0.0,0.0,0.0,2,3,-0.15,-0.56,4,0.05,-0.02,0,0,Medium,0.02,0.03,4714,1629,59,370,0,0,72,100,100,100,60,70,49,60,12,Sydney - Eastern Suburbs,Greater Sydney,NSW,NSW216,Suburbs,2,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Leumeah, NSW 2560",All,6,946288,0.004699999999999999,0.0148,0.0401,0.1006,0.1531,0.5514,0.8586,13,536,0.0019,0.0075,0.0248,0.0676,0.2576,0.3664,0.3664,0.0295,-0.03,0.11,0.0,0.14,0.0285,5,(+)Decreasing,190,-0.0489,-0.1106,0.09480000000000001,-0.2866,0.0062,-0.022,0.0393,0,0,0,2,0.39,0.44,0.14,52.16,0.0014,-0.0011,-0.0007000000000000001,0.47,-0.29,-0.2,12.36,1.58,0.87,0.0067,0,0,20,0.47,-1.18,0.0894,0.0164,0.0006,0.0033,0.0,0.0,0.0,1,4,0.04,0.02,5,0.34,0.0,0,0,High,0.03,0.04,9992,4256,60,3069,0,0,70,100,100,100,34,32,49,38,40,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Forest Lodge, NSW 2037",All,5,1303444,0.0038,0.0107,0.0245,0.05400000000000001,0.1603,0.2783,0.4033,36,964,-0.0021,-0.0103,-0.0293,-0.0428,0.2913,0.1466,0.3922,0.0385,-0.02,0.09,0.02,0.13,-0.0157,4,(+)Decreasing,242,0.0037,0.019,0.0754,-0.1635,0.1022,0.1084,0.0002,0,0,0,10,0.61,0.59,0.62,34.83,0.0026,0.0003,0.0,0.76,-0.03,-0.08,8.99,0.6,1.66,0.0,0,0,40,-8.2,7.89,0.0,0.0347,0.0018,0.0111,0.75,-0.0019,-0.0301,5,5,0.44,0.02,8,0.99,-0.04,0,0,High,0.03,0.16,4965,2972,70,1702,0,0,80,100,70,100,37,12,49,33,3,Sydney - City and Inner S…,Greater Sydney,NSW,NSW200,Suburbs,3,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Enmore, NSW 2042",All,4,916430,0.0038,0.0126,0.0268,0.0591,0.1421,0.2698,0.5437,11,564,0.0,0.0,0.0036,0.0181,0.3271,0.2674,0.2703,0.032,0.0,0.07,0.03,0.11,0.0,2,(+)Decreasing,242,0.0126,-0.0061,0.0064,-0.1857,-0.0156,-0.04190000000000001,0.1044,0,0,0,10,0.49,0.45,0.23,28.16,0.0058,-0.0002,0.0017,4.0,0.61,0.88,11.76,1.4,1.37,0.0031,0,0,44,0.3,6.45,0.0,0.017,-0.0107,0.004500000000000001,0.0,-0.1039,0.0,3,3,-0.47,0.1,6,0.35,-0.06,0,0,Medium,0.01,0.06,3871,2020,60,35,0,0,80,100,90,100,60,5,49,38,5,Sydney - City and Inner S…,Greater Sydney,NSW,NSW331,Suburbs,2,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Cremorne Point, NSW 2090",All,0,2121779,0.0039,0.0104,0.0178,0.036,0.1081,0.2509,0.6118,12,936,0.0,-0.0011,-0.0032,0.0119,0.2381,0.214,0.06,0.0229,-0.04,0.11,-0.01,0.13,-0.0005,5,(+)Decreasing,242,0.0174,-0.063,-0.04,-0.2386,0.0385,0.0274,0.0913,0,0,0,10,0.46,0.42,0.76,46.07,0.0026,-0.0006,-0.0006,0.91,-0.18,-0.26,9.42,1.61,-0.22,0.003,0,0,88,10.37,25.17,0.0,0.0192,-0.0061,0.0063,0.0,0.0,0.0,0,9,0.84,0.41,8,0.7,0.37,0,0,Medium,0.03,0.11,2270,1357,68,347,0,0,79,99,100,100,50,2,49,34,3,Sydney - North Sydney and…,Greater Sydney,NSW,NSW213,Suburbs,2,Units,10_Main Dashboard - HtAG Analytics (3).xlsx
"Minto, NSW 2566",4,1,1113556,0.005500000000000001,0.0189,0.0387,0.1081,0.1434,0.6746,1.0449,5,717,0.0028,0.0084,0.0257,0.07629999999999999,0.3144,0.4154,0.4438,0.0335,-0.07,0.09,-0.04,0.13,0.0111,5,(+)Decreasing,192,-0.0614,-0.1386,0.0909,-0.4064,0.0182,0.0603,0.1674,0,0,0,3,0.38,0.37,0.03,59.76,0.0018,-0.0005,-0.0002,0.81,-0.1,-0.12,9.35,1.22,1.62,0.0054,0,0,48,1.94,7.67,0.008100000000000001,0.0152,-0.0014,0.0021,0.0,0.09910000000000001,0.0,1,4,-0.26,0.14,5,0.3,0.1,0,0,High,0.02,0.04,13940,5754,56,2808,0,0,59,100,100,100,41,47,48,45,38,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
"Minto, NSW 2566",3,1,945800,0.005500000000000001,0.02,0.04,0.1032,0.1918,0.5881000000000001,0.9224,10,587,0.0017,0.0103,0.0407,0.1243,0.3333,0.4341,0.5,0.0323,-0.07,0.09,-0.04,0.12,0.0098,5,(+)Decreasing,192,-0.0614,-0.1386,0.0909,-0.4064,0.0182,0.0603,0.1674,0,0,0,3,0.38,0.37,0.03,50.76,0.0018,-0.0005,-0.0002,0.81,-0.1,-0.12,9.35,1.22,1.62,0.0054,0,0,48,1.94,7.67,0.008100000000000001,0.0152,-0.0014,0.0021,0.0,0.09910000000000001,0.0,1,4,-0.26,0.14,5,0.3,0.1,0,0,High,0.02,0.04,13940,5754,56,2808,0,0,59,100,100,100,41,47,48,45,38,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,3,Houses,10_Main Dashboard - HtAG Analytics (3).xlsx
